Name,Author,User Rating,Reviews,Price,Year,Genre
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,,9.0,2016.0,iFction
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616.0,10.0,"$2,012.00",Non Fiction
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,,4.3,13616.0,10.0,2013.0,Non Fiction
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,$4.50,8580.0,46.0,2009.0,Non Fiction
"Publication Manual of the American Psychological Association, 6th Edition",,4.5,,46.0,2010.0,Non Fiction
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,8580.0,46.0,2011.0,Non Fiction
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,,$46.00,"$2,012.00",Non Fiction
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580.0,46.0,,Non Fiction
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580.0,46.0,2014.0,Non Fiction
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580.0,46.0,2015.0,Non Fiction
"Publication Manual of the American Psychological Asosciation, 6th Edition",American Psychological Association,4.5,8580.0,46.0,2016.0,Non Fiction
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580.0,46.0,2017.0,Non Fiction
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580.0,46.0,2018.0,Non Fiction
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4757.0,4.0,2017.0,Fiction
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009.0,,2012.0,Non Fiction
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,,,2013.0,Non Fiction
Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985.0,9.0,2010.0,Non Fiction
Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985.0,9.0,2011.0,Non Fiction
Ready Player One: A Novel,Ernest Cline,4.6,22536.0,12.0,"$2,017.00",
Ready Player One: A Novel,Ernest Cline,4.6,22536.0,12.0,2018.0,
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,,12.0,2013.0,Fiction
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836.0,12.0,2014.0,Fiction
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802.0,20.0,2018.0,
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",,4.8,7802.0,20.0,"$2,019.00",Non Fiction
Sarah's Key,Tatiana de Rosnay,4.6,3619.0,10.0,2010.0,Fiction
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047.0,6.0,2018.0,Non Fiction
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,"$23,047.00",6.0,2019.0,Non Fiction
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366.0,$9.00,2015.0,Non Fiction
Sh*t My Dad Says,,4.7,1265.0,,2010.0,Non Fiction
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,"$3,923.00",16.0,,Non Fiction
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,4.1,2272.0,6.0,2013.0,Non Fiction
Sookie Stackhouse,Charlaine Harris,4.7,973.0,25.0,,Fictino
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,4.6,220.0,$17.00,2013.0,Non Fiction
Steve Jobs,Walter Isaacson,4.6,"$7,827.00",20.0,2011.0,Non Fiction
Steve Jobs,,4.6,,20.0,2012.0,Non iFction
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382.0,$6.00,,Fiction
,Gallup,4.0,5069.0,17.0,,Non Fiction
StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,2010.0,Non Ficiton
StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,,Non Fiction
StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,2012.0,Non Fiction
StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,2013.0,Non Fiction
StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,2014.0,Non Fiction
StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,2015.0,Non Fiction
,Gallup,4.0,5069.0,17.0,2016.0,Non Fiction
StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,2017.0,Non Fiction
"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,4.5,1583.0,18.0,2009.0,Non Fiction
Switch: How to Change Things When Change Is Hard,Chip Heath,,1907.0,13.0,2010.0,Non Fiction
Sycamore Row (Jake Brigance),John Grisham,4.5,,18.0,2013.0,Fiction
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,,637.0,20.0,2010.0,Non Fiction
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637.0,20.0,2011.0,Non Fiction
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,,2314.0,22.0,,
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,4.3,4587.0,21.0,"$2,011.00",Non Fiction
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477.0,28.0,2010.0,Non Fiction
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,,3477.0,28.0,2011.0,Non Fiction
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,,3477.0,28.0,2012.0,Non Fiction
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477.0,28.0,2013.0,Non Fiction
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,$4.70,3477.0,28.0,2014.0,Non Fiction
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,2015.0,Non Fiction
The 5 Love Langugaes: The Secret to Love that Lasts,,4.8,25554.0,8.0,2016.0,Non Fiction
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,2017.0,Non Fiction
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,2018.0,Non Fiction
,Gary Chapman,4.8,25554.0,8.0,"$2,019.00",Non Fiction
The 5000 Year Leap,W. Cleon Skousen,4.8,1680.0,12.0,,Non Fiction
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325.0,24.0,2009.0,Non Fiction
,Stephen R. Covey,4.6,9325.0,24.0,2011.0,Non Fiction
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325.0,24.0,2012.0,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325.0,24.0,2013.0,Non Fiction
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725.0,16.0,2015.0,Non Fiction
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725.0,16.0,2016.0,Non Fiction
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725.0,16.0,2017.0,Non Fiction
The Alchemist,Paulo Coelho,4.7,35799.0,39.0,2014.0,Fiction
,Edward Klein,4.6,2580.0,9.0,2012.0,Non Fiction
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813.0,10.0,2010.0,Fiction
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813.0,10.0,2011.0,Fiction
The Big Short: Inside the Doomsday Machine,,4.7,3536.0,,"$2,010.00",Non Fiction
The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600.0,11.0,2014.0,
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Nwo!",Mark Hyman M.D.,4.2,1789.0,14.0,2012.0,Non Fiction
,Bessel van der Kolk M.D.,$4.80,12361.0,12.0,2019.0,Non Fiction
The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.7,858.0,53.0,2009.0,Non Fiction
,Markus Zusak,4.6,23148.0,6.0,2013.0,Fiction
The Book Thief,Markus Zusak,4.6,23148.0,6.0,2014.0,Fiction
The Book with No Pictures,B. J. Novak,4.8,8081.0,8.0,2014.0,Fiction
The Book with No Pictures,B. J. Novak,4.8,"$8,081.00",8.0,2015.0,Fiction
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,,23358.0,12.0,2014.0,Non Fiction
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358.0,12.0,2015.0,Non Fiction
The Casual Vacancy,J.K. Rowling,3.3,9372.0,12.0,2012.0,Fiction
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,4.7,4633.0,21.0,"$2,011.00",Non Fiction
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061.0,6.0,2018.0,Non Fiction
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061.0,6.0,2019.0,
The Confession: A Novel,John Grisham,,3523.0,,2010.0,Fiction
The Constitution of the United States,Delegates of the Constitutional,4.8,2774.0,0.0,2016.0,Non Fiction
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,4.4,440.0,11.0,2010.0,
The Day the Crayons Quit,Drew Daywalt,4.8,8922.0,9.0,2013.0,Fiction
The Day the Crayons Quit,Drew Daywalt,$4.80,8922.0,9.0,2014.0,Fiction
The Day the Crayons Quit,Drew Daywalt,4.8,8922.0,9.0,2015.0,Fiction
,Pierre Dukan,4.1,2023.0,$15.00,2011.0,Non Fiction
The Elegance of the Hedgehog,Muriel Barbery,4.0,1859.0,11.0,2009.0,Fiction
The Fault inO ur Stars,John Green,4.7,,13.0,,Fiction
The Fault in Our Stars,John Green,4.7,,13.0,2013.0,
The Fault in Our Stars,John Green,4.7,50482.0,7.0,2014.0,iFction
The Fault in Our Stars,John Green,4.7,50482.0,13.0,2014.0,Fiction
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,2009.0,Non Fiction
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,2010.0,Non Fiction
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,,Non Fiction
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,2012.0,Non Fiction
The Five Dysfunctions of a Team: A Leadership Fable,,4.6,,6.0,2013.0,Non Fiction
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.6,803.0,9.0,2009.0,Non Fiction
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,"$23,308.00",6.0,2013.0,
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,,23308.0,6.0,2015.0,oNn Fiction
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,2016.0,Non Fiction
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,"$23,308.00",6.0,"$2,017.00",Non Fiction
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,,2018.0,Non Fiction
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,,Non Fiction
The Getaway,Jeff Kinney,4.8,5836.0,0.0,,Fiction
The Girl on the Train,Paula Hawkins,4.1,79446.0,18.0,2015.0,
The Girl on the Train,Paula Hawkins,4.1,79446.0,,2016.0,Fiction
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747.0,14.0,2010.0,Fiction
The Gilr Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747.0,14.0,2011.0,Fiction
The Girl Who Played with Fire (Millennium Series),Stieg Larsson,4.7,,9.0,2010.0,Fiction
The Girl Who Played with Fire (Millennium),,4.7,7251.0,16.0,,Fiction
,Stieg Larsson,4.4,10559.0,2.0,,Fiction
The Girl with the Dragon Tattoo (Millennium Serise),Stieg Larsson,$4.40,10559.0,2.0,,Fiction
The Going-To-Bed Book,Sandra Boynton,4.8,5249.0,5.0,2016.0,Fiction
The Going-To-Bed Book,Sandra Boynton,4.8,5249.0,5.0,2017.0,Fiction
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844.0,20.0,,Fiction
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844.0,20.0,2014.0,Fiction
The Great Gatsby,F. Scott Fitzgerald,4.4,11616.0,7.0,2012.0,Fiction
The Great Gatsby,F. Scott Fitzgerald,,11616.0,7.0,2013.0,Fiction
The Great Gatsby,F. Scott Fitzgerald,4.4,11616.0,7.0,2014.0,Fiction
,,4.5,13609.0,14.0,,Fiction
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.7,8587.0,10.0,2009.0,Fiction
The Handmaid's Tale,Margaret Atwood,4.3,,7.0,2017.0,Fiction
,Jonathan Cahn,4.6,11098.0,13.0,2012.0,Fiction
The Hate U Give,Angie Thomas,4.8,9947.0,11.0,2018.0,Fiction
The Help,Kathryn Stockett,4.8,13871.0,$6.00,2009.0,
The Help,Kathryn Stockett,$4.80,13871.0,6.0,2010.0,Fiction
The Help,Kathryn Stockett,,13871.0,8.0,2011.0,Fiction
The Help,Kathryn Stockett,4.8,13871.0,7.0,2011.0,
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,6982.0,14.0,2013.0,Fiction
The Hunger Games,Suzanne Collins,$4.70,32122.0,14.0,2010.0,Fiction
The Hunger Games (Book 1),Suzanne Collins,4.7,32122.0,,2011.0,Fiction
The Hunger Games (Book 1),Suzanne Collins,,32122.0,8.0,2012.0,
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949.0,30.0,2011.0,Fiction
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949.0,30.0,2012.0,Fiction
,Rebecca Skloot,4.7,9289.0,13.0,2010.0,Non Fiction
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289.0,9.0,2011.0,Non Fiction
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,,$9.00,2012.0,Non Fiction
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368.0,7.0,2017.0,
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368.0,7.0,2018.0,Non Fiction
The Last Lecture,Randy Pausch,,4028.0,9.0,2009.0,Non Fiction
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628.0,7.0,2009.0,Fiction
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628.0,7.0,,Fcition
,Patrick Thorpe,4.9,5396.0,20.0,2013.0,Fiction
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247.0,13.0,2011.0,Non iFction
,Daniel Lipkowitz,4.4,4247.0,13.0,2012.0,oNn Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,MarieK ondō,$4.50,22641.0,11.0,2015.0,Non Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,$4.50,22641.0,11.0,2016.0,Non Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641.0,11.0,2017.0,Non Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Mraie Kondō,,22641.0,11.0,"$2,019.00",Non Fiction
The Litigators,John Grisham,4.4,6222.0,18.0,2011.0,Fiction
"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,4.8,4506.0,14.0,2010.0,
The Lost Symbol,Dan Brown,$4.20,8747.0,,2009.0,Fiction
The Love Dare,Stephen Kendrick,4.8,1655.0,,2009.0,Non Fiction
The Magnolia Story,Chip Gaines,4.9,7861.0,5.0,2016.0,Non Fiction
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,6247.0,10.0,2012.0,Fiction
The Martian,Andy Weir,4.7,39459.0,9.0,2015.0,Fiction
,James Dashner,4.5,10101.0,8.0,,Fiction
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898.0,8.0,2018.0,Fiction
,The Washington Post,4.6,,12.0,,Non Fiction
The Nightingale: A Novel,Kristin Hannah,,49288.0,11.0,2015.0,Fiction
The Nightingale: A Novel,Kristin Hannah,4.8,49288.0,11.0,,Fiction
The Official SAT Study Guide,The College Board,4.4,1201.0,40.0,2010.0,Non Fiction
The Official SAT Study Guide,The College Board,,1201.0,40.0,2011.0,Non Fiction
,The College Board,4.4,1201.0,40.0,2012.0,Non Fiction
The Official SAT Study Guide,The College Board,4.4,1201.0,40.0,2013.0,Non Fiction
,,4.4,1201.0,40.0,2014.0,
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807.0,36.0,2016.0,Non Fictoin
,,4.3,3759.0,16.0,,Fiction
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,2663.0,,2013.0,Non Fiction
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,,3428.0,,,Non Fiction
The Pioneer Woman Cooks: Food from My Frontier,Ree rDummond,4.8,2876.0,21.0,2012.0,Non Fiction
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601.0,18.0,2018.0,Non Fiction
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundyr MD,4.4,7058.0,17.0,2018.0,Non Fiction
The Pout-Pout Fish,Deborah Diesen,4.8,9784.0,,2017.0,Fiction
The Pout-Pout Fish,Deborah Diesen,4.8,9784.0,,2018.0,Fiction
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,10795.0,21.0,2012.0,Non Fiction
The President Is Missing: A Novel,James Patterson,4.3,,18.0,2018.0,Fiction
,John Grisham,4.3,14493.0,18.0,2012.0,
"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,4.6,2186.0,12.0,2010.0,Fiction
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,4.6,,14.0,,
,Rick Riordan,4.8,2091.0,12.0,2012.0,Fiction
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720.0,8.0,2009.0,Fiction
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720.0,8.0,2017.0,Fiction
The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,4.6,2122.0,0.0,2010.0,Fiction
The Silent Patient,,4.5,27536.0,14.0,2019.0,Fiction
"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,4.8,4290.0,10.0,2011.0,Fiction
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,,4.6,,15.0,2017.0,Non Fiction
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Makr Manson,4.6,26490.0,15.0,2018.0,Non Fiction
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mar kManson,4.6,26490.0,15.0,2019.0,Non Fiction
The Sun and Her Flowers,Rupi Kaur,4.7,5487.0,$9.00,2017.0,Non Fiction
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,4.7,6377.0,7.0,2012.0,
"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,4.7,"$1,463.00",10.0,2011.0,Fiction
The Time Traveler's Wife,Audrey Niffenegger,4.4,3759.0,6.0,2009.0,Fiction
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,3503.0,9.0,2009.0,
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550.0,10.0,2019.0,Non Fiction
The Twilight Saga Collection,Stephenie Meyer,4.7,3801.0,$82.00,2009.0,iFction
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",,4.8,3796.0,12.0,2010.0,Fiction
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030.0,,2019.0,Non Fiction
The Very Hungry Caterpillar,Eric Carle,,19546.0,5.0,2013.0,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,19546.0,5.0,2014.0,iFction
The Very Hungry Caterpillar,Eric Carle,4.9,19546.0,5.0,2015.0,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,19546.0,5.0,,Fiction
,Eric Carle,4.9,19546.0,5.0,2017.0,Fiction
The VeryH ungry Caterpillar,,4.9,19546.0,5.0,,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,19546.0,5.0,"$2,019.00",Fiction
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,$4.60,"$7,508.00",16.0,2015.0,
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508.0,16.0,2016.0,Non Fiction
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,"$7,508.00",16.0,2017.0,Non Fiction
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842.0,10.0,2016.0,Fiction
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842.0,10.0,"$2,017.00",Fiction
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842.0,10.0,,Fiction
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842.0,10.0,2019.0,Fiction
The Wonky Donkey,Craig Smith,4.8,30183.0,,"$2,018.00",Fiction
The Wonky Donkey,Craig Smith,4.8,30183.0,4.0,2019.0,Fiction
The Wright Brothers,David McCullough,4.7,6169.0,16.0,2015.0,
,Charles Krauthammer,4.7,7034.0,15.0,2013.0,Non Fiction
"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034.0,19.0,2011.0,Nno Fiction
"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034.0,19.0,2012.0,Non Fiction
Thirteen Reasons Why,Jay Asher,4.5,7932.0,9.0,2017.0,Fiction
Thomas Jeffreson: The Art of Power,Jon Meacham,4.5,1904.0,23.0,2012.0,Non Fiction
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,,3319.0,11.0,2009.0,Non Fiction
